Project,Plate_ID,Plate_Row,Plate_Col,Sample,Raw_value
HTS_Cell_Screen_FP,214,7,8,TN214-07-08,13.2263922077581
HTS_Cell_Screen_FP,214,7,9,TN214-07-09,19.0296253374455
HTS_Cell_Screen_FP,214,7,10,TN214-07-10,9.54717848063479
HTS_Cell_Screen_FP,214,7,11,TN214-07-11,6.03124877572395
HTS_Cell_Screen_FP,214,7,12,TN214-07-12,10.5140889172701
HTS_Cell_Screen_FP,214,7,13,TN214-07-13,4.82149350768833
HTS_Cell_Screen_FP,214,7,14,TN214-07-14,4.95399962251831
HTS_Cell_Screen_FP,214,7,15,TN214-07-15,6.10698647481493
HTS_Cell_Screen_FP,214,7,16,TN214-07-16,6.69283737691064
HTS_Cell_Screen_FP,214,7,17,TN214-07-17,5.64655869195357
HTS_Cell_Screen_FP,214,7,18,TN214-07-18,14.5208718798909
HTS_Cell_Screen_FP,214,7,19,TN214-07-19,2.50574338442983
HTS_Cell_Screen_FP,214,7,20,TN214-07-20,6.74416672781296
HTS_Cell_Screen_FP,214,7,21,TN214-07-21,2.87198297834046
HTS_Cell_Screen_FP,214,7,22,TN214-07-22,3.41044843704181
HTS_Cell_Screen_FP,214,7,23,TN214-07-23,14.804836021033
HTS_Cell_Screen_FP,214,7,24,ctrl,5.58875091183763
HTS_Cell_Screen_FP,214,8,1,ctrl,86.6367259683932
HTS_Cell_Screen_FP,214,8,2,TN214-08-02,11.8150154659501
HTS_Cell_Screen_FP,214,8,3,TN214-08-03,8.85868288912735
HTS_Cell_Screen_FP,214,8,4,TN214-08-04,3.57196143223413
HTS_Cell_Screen_FP,214,8,5,TN214-08-05,4.49515792807132
HTS_Cell_Screen_FP,214,8,6,TN214-08-06,5.20753929145204
HTS_Cell_Screen_FP,214,8,7,TN214-08-07,8.65554167614835
HTS_Cell_Screen_FP,214,8,8,TN214-08-08,15.8159596511503
HTS_Cell_Screen_FP,214,8,9,TN214-08-09,8.31355612888231
HTS_Cell_Screen_FP,214,8,10,TN214-08-10,4.84189213108629
HTS_Cell_Screen_FP,214,8,11,TN214-08-11,2.92848377774641
HTS_Cell_Screen_FP,214,8,12,TN214-08-12,6.66505371804942
HTS_Cell_Screen_FP,214,8,13,TN214-08-13,7.0263939168204
HTS_Cell_Screen_FP,214,8,14,TN214-08-14,12.4753102457782
HTS_Cell_Screen_FP,214,8,15,TN214-08-15,4.15227685842918
HTS_Cell_Screen_FP,214,8,16,TN214-08-16,5.78196045351839
HTS_Cell_Screen_FP,214,8,17,TN214-08-17,4.43969090031369
